tsne_1,tsne_2,label
8.844577,51.586853,J
4.8408027,52.9168,J
5.1209745,53.794838,J
6.7812743,47.2319,J
5.4051633,47.142452,J
9.507393,50.21113,J
8.41941,51.68922,J
8.275734,51.19972,J
9.148268,51.39797,J
6.4903197,53.599815,J
5.844628,47.35599,J
5.7083983,46.961422,J
3.50378,50.51486,J
7.2406464,52.83323,J
5.6876535,47.123123,J
3.7860188,52.79751,J
6.922353,47.86663,J
9.422294,51.258,J
7.5449877,50.955166,J
6.1286077,53.98067,J
5.6956286,47.439182,J
4.29479,48.226093,J
3.894802,48.435623,J
3.393147,49.33358,J
3.3703203,52.701927,J
4.684963,47.713966,J
3.5482447,51.22417,J
9.020145,51.38447,J
5.824928,53.639393,J
7.4808474,47.223,J
5.3591776,47.503788,J
3.972842,48.607613,J
3.5782294,49.067905,J
3.4001613,51.096287,J
8.759655,50.949562,J
8.569614,51.759308,J
5.4599,54.08405,J
5.4280543,47.43438,J
5.2300806,47.311104,J
9.034218,48.364548,J
3.3855827,50.712097,J
9.025767,48.578884,J
9.016006,50.425053,J
5.0934024,53.567726,J
5.1444645,47.623177,J
7.871875,53.50965,J
8.421112,47.952557,J
3.6640177,51.3755,J
8.117687,51.920597,J
7.222316,51.565132,J
8.782266,51.722885,J
7.210553,47.18967,J
4.5230303,47.909386,J
3.5886645,49.184242,J
9.355193,49.880672,J
3.423161,49.656002,J
8.251666,52.092052,J
6.920849,52.967327,J
5.3491974,53.762604,J
6.7528496,47.72594,J
9.470456,50.215874,J
9.03074,50.30851,J
8.649644,52.01846,J
4.6902714,53.31961,J
5.449809,53.478477,J
7.1515346,47.042946,J
3.9181614,51.96005,J
7.343692,51.346684,J
7.3967247,53.623043,J
-66.63229,3.9919147,K
-64.52292,-0.043715075,K
-64.65671,-0.314385,K
-61.25327,0.2329414,K
-60.952065,-0.669944,K
-63.399742,0.844893,K
-61.78702,1.0590864,K
-62.101345,2.0578837,K
-66.38266,3.0229893,K
-62.48508,1.6541324,K
-67.36567,3.2634525,K
-66.8746,3.5231392,K
-62.326927,1.4959884,K
-67.246414,3.4811697,K
-64.30208,2.5418105,K
-65.85962,-0.29704127,K
-67.19827,3.357286,K
-63.746994,1.5045795,K
-62.440086,1.4877652,K
-66.990486,3.4532938,K
-63.058414,1.6374277,K
-65.85477,-0.4813509,K
-63.743042,2.151078,K
-61.774292,0.7569567,K
-67.08126,3.2890112,K
-65.2933,2.807231,K
-63.928116,2.0376983,K
